source,target,weight
Elongation_factor_2,Q9VV61,0.9838709677419355
RPS27,Q9VBU9,0.983963344788087
P13060,Q9VV61,0.9841110217216412
Putative_ATP-dependent_RNA_helicase_DHX57,ATP-dependent_RNA_helicase_DHX15,0.9842673254453257
Putative_RNA-binding_protein_Luc7-like_2,Putative_RNA-binding_protein_Luc7-like_1,0.9843416370106761
O44081,P33322,0.984516129032258
Q24186,Q9VFE4,0.9846491228070176
Heat_shock_70_kDa_protein_1B,Endoplasmic_reticulum_chaperone_BiP,0.9847083487483044
Q12090,P53331,0.9848024316109423
P39990,Q9U3Z7,0.9848484848484849
Q8IPX7,Q08285,0.9848484848484849
O46072,ATP-dependent_RNA_helicase_DHX30,0.984884645982498
Q9H9L3,P53331,0.9848966613672496
Q9VLK2,Ribosomal_L1_domain-containing_protein_1,0.9849397590361446
P06748,Nucleophosmin,0.9850107066381156
Y-box-binding_protein_1,Y-box-binding_protein_3,0.9850877192982456
Y-box-binding_protein_3,Y-box-binding_protein_1,0.9850877192982456
Q9VKB4,Q9VBY2,0.9850905218317358
Heat_shock_cognate_71_kDa_protein,Endoplasmic_reticulum_chaperone_BiP,0.9852416676915509
P47047,Q9Y134,0.9855
RPS28,Q9VAB9,0.9855595667870036
RPS28,Q9W334,0.9855595667870036
RNA-binding_protein_FXR1,Fragile_X_messenger_ribonucleoprotein_1,0.9858793324775353
Stress-70_protein___mitochondrial,Endoplasmic_reticulum_chaperone_BiP,0.985993690851735
RPL19,60S_ribosomal_protein_L19,0.9860583016476553
La-related_protein_4B,La-related_protein_4,0.9861185264281901
Q9Y134,Exosome_RNA_helicase_MTR4,0.9861565567581173
Q9VY84,A8QI13,0.9861751152073732
A8QI32,A8QI13,0.9863013698630136
A8QI32,Q9W394,0.9863013698630136
Q9VDT6,Q9VXK5,0.986321094312455
Ribonuclease_P_protein_subunit_p40,O75818,0.9864253393665159
RuvB-like_2,RuvB-like_1,0.9865107913669064
RPS7,40S_ribosomal_protein_S7,0.9865410497981157
Q9VR42,Q9VTL5,0.986562150055991
RPL37A,60S_ribosomal_protein_L37a,0.986648865153538
Q9VW09,E3_ubiquitin-protein_ligase_listerin,0.9867674858223062
Q9V3U2,Q9U3Z7,0.98681608437706
Suppressor_of_SWI4_1_homolog,Q9VDE5,0.986870897155361
60S_ribosomal_protein_L23a,Q9W0A8,0.9869358669833729
P47047,Exosome_RNA_helicase_MTR4,0.987
60S_ribosomal_protein_L7,P32100,0.9871205151793928
Bystin,P51406,0.9873417721518988
RPS28,40S_ribosomal_protein_S28,0.9873646209386282
RPS21,40S_ribosomal_protein_S21,0.9873817034700315
Q95WY3,Q12499,0.987417615338526
Heat_shock_cognate_71_kDa_protein,Heat_shock_70_kDa_protein_1B,0.9875784036403886
ATP-dependent_RNA_helicase_DHX30,Q9VL25,0.9876071193144363
60S_ribosomal_protein_L7-like_1,Q9VKC1,0.9876543209876543
Q7KS38,P39018,0.9878869448183042
Q9W020,Nucleolar_MIF4G_domain-containing_protein_1,0.9879081015719468
Q9VGN9,RPL24,0.987985212569316
Heat_shock_protein_105_kDa,Heat_shock_70_kDa_protein_1B,0.9879859611231101
Probable_ribosome_biogenesis_protein_RLP24,RPL24,0.9880073800738007
Q06287,Q9W4J5,0.9880478087649402
Heat_shock_protein_105_kDa,Heat_shock_cognate_71_kDa_protein,0.9881209503239741
Exosome_RNA_helicase_MTR4,Q9Y134,0.9881462799495586
40S_ribosomal_protein_SA,P38979,0.9881516587677726
Tubulin_alpha-3_chain,Tubulin_beta-2B_chain,0.9881625674076022
Tubulin_alpha-3_chain,Tubulin_beta-4B_chain,0.9881625674076022
Tubulin_alpha-3_chain,Tubulin_beta-5_chain,0.9881625674076022
RPS17,40S_ribosomal_protein_S17,0.9881656804733728
Heat_shock_70_kDa_protein_4,Heat_shock_70_kDa_protein_1B,0.9881831610044313
Heat_shock_70_kDa_protein_4,Heat_shock_cognate_71_kDa_protein,0.9881831610044313
Tubulin_alpha-4A_chain,Tubulin_beta-2B_chain,0.9882786777294876
Tubulin_alpha-4A_chain,Tubulin_beta-4B_chain,0.9882786777294876
Tubulin_alpha-4A_chain,Tubulin_beta-5_chain,0.9882786777294876
Heat_shock_70_kDa_protein_4,Heat_shock_protein_105_kDa,0.9883174432657446
Nucleolar_protein_56,Q95WY3,0.9883792048929664
P53914,X2JD07,0.988391376451078
Q9VYA7,RRP12-like_protein,0.988394584139265
Q9VY84,A8QI32,0.988479262672811
ATP-dependent_RNA_helicase_DHX15,Q9VL25,0.9885427394438723
RPS27,40S_ribosomal_protein_S27,0.9885452462772051
Q7K0D3,Cell_growth-regulating_nucleolar_protein,0.988558352402746
NHP2-like_protein_1,Q9U3Z7,0.9887106357694593
Heat_shock_70_kDa_protein_4,Endoplasmic_reticulum_chaperone_BiP,0.9887202900496844
Heat_shock_protein_105_kDa,Endoplasmic_reticulum_chaperone_BiP,0.9887958963282938
Ubiquitin-40S_ribosomal_protein_S27a,RPL40,0.9888999888999889
ATP-dependent_RNA_helicase_DHX30,ATP-dependent_RNA_helicase_DHX15,0.9889255108767304
RPL15,60S_ribosomal_protein_L15,0.989010989010989
Q8T4A9,Q05636,0.9890795631825273
RNA_helicase,O46072,0.989149057681325
Q08444,Q9W2Y4,0.9892008639308856
Q12339,rRNA-processing_protein_UTP23_homolog,0.9893390191897654
RPS24,40S_ribosomal_protein_S24,0.9893617021276596
RPL32,60S_ribosomal_protein_L32,0.9894598155467721
Q9VAQ5,Probable_dimethyladenosine_transferase,0.9895506792058516
RPL35A,Q9VNB9,0.9895968790637191
YTH_domain-containing_family_protein_1,YTH_domain-containing_family_protein_3,0.9896951481322456
Ubiquitin-40S_ribosomal_protein_S27a,P15357,0.9897879897879898
rRNA_2'-O-methyltransferase_fibrillarin,P15646,0.98989898989899
Probable_helicase_senataxin,Regulator_of_nonsense_transcripts_1,0.9899660389008953
Myosin-10,Myosin-9,0.99
Myosin-9,Myosin-10,0.99
RNA_cytidine_acetyltransferase,X2JD07,0.9900166389351082
40S_ribosomal_protein_S5,Q24186,0.990185387131952
Heat_shock_70_kDa_protein_1B,Heat_shock_cognate_71_kDa_protein,0.9902577383154519
Q7KVW2,P41812,0.9903147699757869
RPS29,40S_ribosomal_protein_S29,0.9903474903474904
Q9VKB4,Ribosome_production_factor_1,0.9904153354632588
RPL39,60S_ribosomal_protein_L39,0.9905123339658444
O46072,Putative_ATP-dependent_RNA_helicase_DHX57,0.9907186422699549
A8QI13,Q9VY84,0.9907407407407407
Probable_ribosome_biogenesis_protein_RLP24,Q9VGN9,0.9907749077490775
H__ACA_ribonucleoprotein_complex_subunit_DKC1,O44081,0.9908854166666666
KRR1_small_subunit_processome_component_homolog,Q9VPU8,0.9909255898366606
P15357,RPL40,0.990944661822247
Q9V9Z9,Probable_rRNA-processing_protein_EBP2,0.9909502262443439
P41812,Processing_of_1___ribonuclease_P__MRP_family___(S,0.9910112359550561
Ribosome_quality_control_complex_subunit_NEMF,Q9VBX1,0.9910554561717353
RPL38,60S_ribosomal_protein_L38,0.9911347517730497
Q9VFE4,Q24186,0.9911699779249448
RPL22,60S_ribosomal_protein_L22-like_1,0.9912390488110138
RPS13,40S_ribosomal_protein_S13,0.9913169319826338
RPS13,Q03334,0.9913169319826338
60S_ribosomal_protein_L7-like_1,P32100,0.9914529914529915
Protein_MAK16_homolog,Q9W3B2,0.991701244813278
P41819,Probable_dimethyladenosine_transferase,0.9917355371900827
Ribosomal_RNA_small_subunit_methyltransferase_NEP1,Q9W4J5,0.992
Q9VP47,Pre-rRNA-processing_protein_TSR1_homolog,0.9920870425321464
RNA_helicase,Q9VL25,0.992147344374643
Q9Y134,P47047,0.9921973319909388
RPL35A,60S_ribosomal_protein_L35a,0.9921976592977894
Phosphoribosyl_pyrophosphate_synthase-associated_protein_2,Ribose-phosphate_pyrophosphokinase_2,0.9925093632958801
C0HKA0,40S_ribosomal_protein_S14,0.9925531914893617
Q9VSC6,P38336,0.9925558312655087
A1Z909,NOP2_nucleolar_protein,0.9925788497217068
RPL31,60S_ribosomal_protein_L31,0.9925925925925926
Q9VGN9,Probable_ribosome_biogenesis_protein_RLP24,0.9926062846580407
Q9VPU8,KRR1_small_subunit_processome_component_homolog,0.9927272727272727
Q7KVW2,Processing_of_1___ribonuclease_P__MRP_family___(S,0.9927360774818402
Q9VDT6,pre-rRNA_2'-O-ribose_RNA_methyltransferase_FTSJ3,0.9928005759539237
RNA_helicase,ATP-dependent_RNA_helicase_DHX15,0.9928612221587664
Q8IRM9,A8QI13,0.9929245283018868
Q9W393,A8QI13,0.9929245283018868
Q8MSW4,Q9NRN9,0.9929742388758782
Round_spermatid_basic_protein_1-like,Lysine-specific_demethylase_9,0.9930795847750865
RPL26,60S_ribosomal_protein_L26,0.9930843706777317
RPL26,Q9VVU2,0.9930843706777317
Q9VY84,Q9W394,0.9930875576036866
60S_ribosomal_protein_L34,Q9VBH8,0.9931506849315068
60S_ribosomal_protein_L34,Q9VHE5,0.9931506849315068
Q9VBH8,60S_ribosomal_protein_L34,0.9931506849315068
Q9VHE5,60S_ribosomal_protein_L34,0.9931506849315068
Q02792,5'-3'_exoribonuclease_2,0.9932844932844933
Q9VKC1,P32100,0.9933014354066986
Q9VFE4,40S_ribosomal_protein_S5,0.9933774834437086
RPL30,60S_ribosomal_protein_L30,0.9933774834437086
Q9VDE5,Suppressor_of_SWI4_1_homolog,0.9933920704845814
RPL36A,60S_ribosomal_protein_L36a,0.9934296977660972
RPS3A,40S_ribosomal_protein_S3a,0.993455497382199
Q9VL96,Pescadillo_homolog,0.9934782608695653
Heat_shock_protein_105_kDa,Heat_shock_70_kDa_protein_4,0.9935205183585313
Q9VC94,Protein_RRP5_homolog,0.9935275080906149
RPL10,60S_ribosomal_protein_L10,0.9935567010309279
RPL10,60S_ribosomal_protein_L10-like,0.9935567010309279
RPL10,O61231,0.9935567010309279
Phosphoribosyl_pyrophosphate_synthase-associated_protein_2,Ribose-phosphate_pyrophosphokinase_1,0.9935794542536116
40S_ribosomal_protein_S21,O76927,0.9936102236421726
Q9VAQ5,P41819,0.9937304075235109
Q6Q547,Q9V5P6,0.9938080495356038
RPS4,40S_ribosomal_protein_S4,0.9939686369119421
RPS4,40S_ribosomal_protein_S4___X_isoform,0.9939686369119421
Q2MGL3,P38291,0.9941520467836257
RNA_helicase,ATP-dependent_RNA_helicase_DHX30,0.9942889777270132
RNA_helicase,Putative_ATP-dependent_RNA_helicase_DHX57,0.9942889777270132
Q9W1M9,P38792,0.9943074003795066
O46072,ATP-dependent_RNA_helicase_DHX15,0.9945637761866879
RPS26,40S_ribosomal_protein_S26,0.994572591587517
Actin___cytoplasmic_1,Actin___aortic_smooth_muscle,0.9946028393758066
Fragile_X_messenger_ribonucleoprotein_1,RNA-binding_protein_FXR1,0.9948186528497409
60S_ribosomal_export_protein_NMD3,O46050,0.9948717948717949
Q9VM69,Q12499,0.9948776323278316
60S_ribosomal_protein_L22,60S_ribosomal_protein_L22-like_1,0.9949685534591195
ATP-dependent_RNA_helicase_DHX30,Putative_ATP-dependent_RNA_helicase_DHX57,0.9949901120632828
RPL22,60S_ribosomal_protein_L22,0.9949937421777222
Q9VKC1,60S_ribosomal_protein_L7-like_1,0.9952153110047847
Q8IRM9,A8QI32,0.9952830188679245
Q8IRM9,Q9VY84,0.9952830188679245
Q9W393,A8QI32,0.9952830188679245
Q9W393,Q9VY84,0.9952830188679245
O46072,Q9VL25,0.9953593211349775
40S_ribosomal_protein_S27,Q9VBU9,0.9953650057937428
A8QI13,Q9W394,0.9953703703703703
Q7JZW2,40S_ribosomal_protein_S15,0.9953703703703703
Processing_of_1___ribonuclease_P__MRP_family___(S,P41812,0.9954853273137697
P80455,40S_ribosomal_protein_S12,0.9955223880597015
Q9VL25,ATP-dependent_RNA_helicase_DHX15,0.9955918579022429
Q24186,40S_ribosomal_protein_S5,0.9956140350877193
Exosome_RNA_helicase_MTR4,P47047,0.9957124842370744
Actin-related_protein_3,Actin___cytoplasmic_1,0.9958248987854251
RPS8,40S_ribosomal_protein_S8,0.9958275382475661
Q9W3B2,Protein_MAK16_homolog,0.9958333333333333
40S_ribosomal_protein_S7,Q9VA91,0.9959072305593452
Q9VEB3,Ribosome_production_factor_2_homolog,0.9959183673469387
P39018,Q7KS38,0.9959294436906377
Actin-related_protein_3,Actin___aortic_smooth_muscle,0.9959514170040485
Q06287,Ribosomal_RNA_small_subunit_methyltransferase_NEP1,0.9960159362549801
Q9V3U2,P32495,0.996044825313118
NOP2_nucleolar_protein,P40991,0.9960536700868192
Q9VZE6,Ribosome_biogenesis_protein_BRX1_homolog,0.9960707269155207
Q9VBX1,Ribosome_quality_control_complex_subunit_NEMF,0.9964028776978417
Q95WY3,Q12460,0.9964050329538646
P53914,RNA_cytidine_acetyltransferase,0.9966832504145937
Q9VVE0,P28005,0.9966887417218543
Heat_shock_protein_HSP_90-beta,Heat_shock_protein_HSP_90-alpha,0.9968152866242038
P15357,Ubiquitin-40S_ribosomal_protein_S27a,0.9968697596422582
Probable_dimethyladenosine_transferase,P41819,0.9968847352024922
RPS8,Q8MLY8,0.9972183588317107
Q8SZY9,P36146,0.9973118279569892
60S_ribosomal_protein_L5,Q9W5R8,0.9973509933774835
40S_ribosomal_protein_S6,P29327,0.9973753280839895
60S_ribosomal_protein_L35a,Q9VNB9,0.9973787680209698
FAU_ubiquitin-like_and_ribosomal_protein_S30,RPS30,0.9974789915966387
Tubulin_alpha-3_chain,Tubulin_alpha-4A_chain,0.9976325134815205
Q9VP65,P53738,0.9976470588235294
A1Z909,P40991,0.9976808905380334
Q7KVQ0,H__ACA_ribonucleoprotein_complex_subunit_1,0.9977324263038548
H__ACA_ribonucleoprotein_complex_subunit_1,P28007,0.9977827050997783
Q9W2Y4,Q08444,0.9978213507625272
P38786,Ribonuclease_P_protein_subunit_p30,0.9978354978354979
Ribonuclease_P_protein_subunit_p30,P38786,0.9978354978354979
Q9VJZ7,Ribosomal_RNA_processing_protein_1_homolog_B,0.9979253112033195
Q9W4J5,Q06287,0.9979879275653923
Q9W4J5,Ribosomal_RNA_small_subunit_methyltransferase_NEP1,0.9979879275653923
Q7KKH3,Protein_SDA1_homolog,0.9980276134122288
Ribosome_biogenesis_protein_NSA2_homolog,O76994,0.998062015503876
60S_ribosomal_protein_L7-like_1,60S_ribosomal_protein_L7,0.9981006647673314
P32100,60S_ribosomal_protein_L7,0.998139534883721
40S_ribosomal_protein_S28,Q9VAB9,0.9981718464351006
40S_ribosomal_protein_S28,Q9W334,0.9981718464351006
YTH_domain-containing_family_protein_3,YTH_domain-containing_family_protein_1,0.9982676483326115
X2JD07,RNA_cytidine_acetyltransferase,0.9983221476510067
40S_ribosomal_protein_S13,Q03334,0.9985401459854014
Q03334,40S_ribosomal_protein_S13,0.9985401459854014
Q9W1V3,P15646,0.9985401459854014
Ribose-phosphate_pyrophosphokinase_2,Ribose-phosphate_pyrophosphokinase_1,0.9985590778097982
Q8MLY8,40S_ribosomal_protein_S8,0.99860529986053
P39018,40S_ribosomal_protein_S19,0.9986431478968792
Q7KS38,40S_ribosomal_protein_S19,0.9986541049798116
Q9W5R8,60S_ribosomal_protein_L5,0.9986737400530504
H__ACA_ribonucleoprotein_complex_subunit_DKC1,P33322,0.9986979166666666
60S_ribosomal_protein_L22-like_1,60S_ribosomal_protein_L22,0.9987373737373737
Q9W0A8,60S_ribosomal_protein_L23a,0.9987980769230769
Nucleolar_protein_58,Q12499,0.9988597491448119
Q9VPV7,Q94518,0.9989384288747346
Tubulin_alpha-4A_chain,Tubulin_alpha-3_chain,0.9989463979981562
Tubulin_beta-5_chain,Tubulin_beta-2B_chain,0.998953427524856
Ribose-phosphate_pyrophosphokinase_1,Ribose-phosphate_pyrophosphokinase_2,0.9990389235944258
Q9VVC9,BMS1_homolog___ribosome_assembly_protein_(Yeast),0.9990557129367328
Tubulin_beta-4B_chain,Tubulin_beta-2B_chain,0.9990844886215015
Q9VCN7,Q9VSR3,0.9990875912408759
Tubulin_beta-2B_chain,Tubulin_beta-5_chain,0.9992148652185292
Nucleolar_protein_56,Q12460,0.999388379204893
Actin___aortic_smooth_muscle,Actin___cytoplasmic_1,0.9994105163876444
Phosphoribosyl_pyrophosphate_synthetase-associated_protein_1,Ribose-phosphate_pyrophosphokinase_1,0.9994694960212201
Phosphoribosyl_pyrophosphate_synthetase-associated_protein_1,Ribose-phosphate_pyrophosphokinase_2,0.9994694960212201
Tubulin_beta-4B_chain,Tubulin_beta-5_chain,0.999476850640858
Q9VRX7,P53331,0.9995563442768411
Heat_shock_protein_HSP_90-alpha,Heat_shock_protein_HSP_90-beta,0.9996007984031936
Tubulin_beta-2B_chain,Tubulin_beta-4B_chain,0.9996074326092645
Tubulin_beta-5_chain,Tubulin_beta-4B_chain,0.999738356881214
40S_ribosomal_protein_S10,RPS10,1.0
40S_ribosomal_protein_S11,RPS11,1.0
40S_ribosomal_protein_S12,RPS12,1.0
40S_ribosomal_protein_S13,RPS13,1.0
40S_ribosomal_protein_S14,RPS14,1.0
40S_ribosomal_protein_S15,RPS15,1.0
40S_ribosomal_protein_S15a,RPS15A,1.0
40S_ribosomal_protein_S16,RPS16,1.0
40S_ribosomal_protein_S17,RPS17,1.0
40S_ribosomal_protein_S18,RPS18,1.0
40S_ribosomal_protein_S19,RPS19,1.0
40S_ribosomal_protein_S2,RPS2,1.0
40S_ribosomal_protein_S20,RPS20,1.0
40S_ribosomal_protein_S21,RPS21,1.0
40S_ribosomal_protein_S23,RPS23,1.0
40S_ribosomal_protein_S24,RPS24,1.0
40S_ribosomal_protein_S25,RPS25,1.0
40S_ribosomal_protein_S26,RPS26,1.0
40S_ribosomal_protein_S27,RPS27,1.0
40S_ribosomal_protein_S28,RPS28,1.0
40S_ribosomal_protein_S29,RPS29,1.0
40S_ribosomal_protein_S3,RPS3,1.0
40S_ribosomal_protein_S3a,RPS3A,1.0
40S_ribosomal_protein_S4,40S_ribosomal_protein_S4___X_isoform,1.0
40S_ribosomal_protein_S4,RPS4,1.0
40S_ribosomal_protein_S4___X_isoform,40S_ribosomal_protein_S4,1.0
40S_ribosomal_protein_S4___X_isoform,RPS4,1.0
40S_ribosomal_protein_S5,RPS5,1.0
40S_ribosomal_protein_S6,RPS6,1.0
40S_ribosomal_protein_S7,RPS7,1.0
40S_ribosomal_protein_S8,Q8MLY8,1.0
40S_ribosomal_protein_S8,RPS8,1.0
40S_ribosomal_protein_S9,RPS9,1.0
40S_ribosomal_protein_SA,RPSA,1.0
5'-3'_exoribonuclease_2,Q02792,1.0
60S_acidic_ribosomal_protein_P0,RPLP0,1.0
60S_acidic_ribosomal_protein_P1,RPLP1,1.0
60S_acidic_ribosomal_protein_P2,RPLP2,1.0
60S_ribosomal_protein_L10,60S_ribosomal_protein_L10-like,1.0
60S_ribosomal_protein_L10,O61231,1.0
60S_ribosomal_protein_L10,RPL10,1.0
60S_ribosomal_protein_L10-like,60S_ribosomal_protein_L10,1.0
60S_ribosomal_protein_L10-like,O61231,1.0
60S_ribosomal_protein_L10-like,RPL10,1.0
60S_ribosomal_protein_L11,RPL11,1.0
60S_ribosomal_protein_L12,RPL12,1.0
60S_ribosomal_protein_L13,RPL13,1.0
60S_ribosomal_protein_L13a,RPL13A,1.0
60S_ribosomal_protein_L14,RPL14,1.0
60S_ribosomal_protein_L15,RPL15,1.0
60S_ribosomal_protein_L17,RPL17,1.0
60S_ribosomal_protein_L18,RPL18,1.0
60S_ribosomal_protein_L18a,RPL18A,1.0
60S_ribosomal_protein_L19,RPL19,1.0
60S_ribosomal_protein_L21,RPL21,1.0
60S_ribosomal_protein_L22,RPL22,1.0
60S_ribosomal_protein_L22-like_1,RPL22,1.0
60S_ribosomal_protein_L23,RPL23,1.0
60S_ribosomal_protein_L23a,RPL23A,1.0
60S_ribosomal_protein_L24,RPL24,1.0
60S_ribosomal_protein_L26,Q9VVU2,1.0
60S_ribosomal_protein_L26,RPL26,1.0
60S_ribosomal_protein_L27,RPL27,1.0
60S_ribosomal_protein_L27a,RPL27A,1.0
60S_ribosomal_protein_L28,RPL28,1.0
60S_ribosomal_protein_L29,RPL29,1.0
60S_ribosomal_protein_L3,RPL3,1.0
60S_ribosomal_protein_L30,RPL30,1.0
60S_ribosomal_protein_L31,RPL31,1.0
60S_ribosomal_protein_L32,RPL32,1.0
60S_ribosomal_protein_L34,RPL34,1.0
60S_ribosomal_protein_L35,RPL35,1.0
60S_ribosomal_protein_L35a,RPL35A,1.0
60S_ribosomal_protein_L36,RPL36,1.0
60S_ribosomal_protein_L36a,RPL36A,1.0
60S_ribosomal_protein_L37,RPL37,1.0
60S_ribosomal_protein_L37a,RPL37A,1.0
60S_ribosomal_protein_L38,RPL38,1.0
60S_ribosomal_protein_L39,RPL39,1.0
60S_ribosomal_protein_L4,RPL4,1.0
60S_ribosomal_protein_L5,RPL5,1.0
60S_ribosomal_protein_L6,RPL6,1.0
60S_ribosomal_protein_L7,RPL7,1.0
60S_ribosomal_protein_L7-like_1,RPL7,1.0
60S_ribosomal_protein_L7a,RPL7A,1.0
60S_ribosomal_protein_L8,RPL8,1.0
60S_ribosomal_protein_L9,RPL9,1.0
60S_ribosome_subunit_biogenesis_protein_NIP7_homolog,Q9VC28,1.0
A8DYY3,40S_ribosomal_protein_S28,1.0
A8DYY3,Q9VAB9,1.0
A8DYY3,Q9W334,1.0
A8DYY3,RPS28,1.0
A8QI13,A8QI32,1.0
C0HKA0,RPS14,1.0
Eukaryotic_translation_initiation_factor_6,P56538,1.0
Lysine-specific_demethylase_9,Round_spermatid_basic_protein_1-like,1.0
NHP2-like_protein_1,P39990,1.0
Nucleolar_protein_12,Q04031,1.0
O46050,60S_ribosomal_export_protein_NMD3,1.0
O61231,60S_ribosomal_protein_L10,1.0
O61231,60S_ribosomal_protein_L10-like,1.0
O61231,RPL10,1.0
O76927,40S_ribosomal_protein_S21,1.0
O76927,RPS21,1.0
O76994,Ribosome_biogenesis_protein_NSA2_homolog,1.0
P15357,RPS27A,1.0
P19889,RPLP0,1.0
P29327,40S_ribosomal_protein_S6,1.0
P29327,RPS6,1.0
P32100,RPL7,1.0
P38979,RPSA,1.0
P39018,RPS19,1.0
P46223,RPL7A,1.0
P51406,Bystin,1.0
P55841,60S_ribosomal_protein_L14,1.0
P55841,RPL14,1.0
P56538,Eukaryotic_translation_initiation_factor_6,1.0
P80455,RPS12,1.0
Predicted_gene___20767,Predicted_gene___21761,1.0
Predicted_gene___20767,Predicted_gene___21818,1.0
Predicted_gene___20767,RIKEN_cDNA_B020031M17_gene,1.0
Predicted_gene___21761,Predicted_gene___20767,1.0
Predicted_gene___21761,Predicted_gene___21818,1.0
Predicted_gene___21761,RIKEN_cDNA_B020031M17_gene,1.0
Predicted_gene___21818,Predicted_gene___20767,1.0
Predicted_gene___21818,Predicted_gene___21761,1.0
Predicted_gene___21818,RIKEN_cDNA_B020031M17_gene,1.0
Q03334,RPS13,1.0
Q12094,Q9VFA0,1.0
Q24186,RPS5,1.0
Q7JZW2,RPS15,1.0
Q7KS38,RPS19,1.0
Q7KVQ0,P28007,1.0
Q8I937,Ribosome_biogenesis_regulatory_protein_homolog,1.0
Q8IRM9,Q9W393,1.0
Q8IRM9,Q9W394,1.0
Q8MLS5,Q9W1T3,1.0
Q8MLY8,RPS8,1.0
Q95RG1,40S_ribosomal_protein_S9,1.0
Q95RG1,RPS9,1.0
Q9V5P6,Q6Q547,1.0
Q9V9U9,Nucleolar_protein_16,1.0
Q9V9W3,60S_ribosomal_protein_L6,1.0
Q9V9W3,RPL6,1.0
Q9VA91,40S_ribosomal_protein_S7,1.0
Q9VA91,RPS7,1.0
Q9VAB9,40S_ribosomal_protein_S28,1.0
Q9VAB9,Q9W334,1.0
Q9VAB9,RPS28,1.0
Q9VBH8,Q9VHE5,1.0
Q9VBH8,RPL34,1.0
Q9VBU9,40S_ribosomal_protein_S27,1.0
Q9VBU9,RPS27,1.0
Q9VC28,60S_ribosome_subunit_biogenesis_protein_NIP7_homolog,1.0
Q9VFA0,Q12094,1.0
Q9VFE4,RPS5,1.0
Q9VG21,P15646,1.0
Q9VHE5,Q9VBH8,1.0
Q9VHE5,RPL34,1.0
Q9VI15,Q07395,1.0
Q9VKC1,60S_ribosomal_protein_L7,1.0
Q9VKC1,RPL7,1.0
Q9VNB9,60S_ribosomal_protein_L35a,1.0
Q9VNB9,RPL35A,1.0
Q9VVU2,60S_ribosomal_protein_L26,1.0
Q9VVU2,RPL26,1.0
Q9VXL4,P38801,1.0
Q9W0A8,RPL23A,1.0
Q9W237,RPS16,1.0
Q9W334,40S_ribosomal_protein_S28,1.0
Q9W334,Q9VAB9,1.0
Q9W334,RPS28,1.0
Q9W393,Q8IRM9,1.0
Q9W393,Q9W394,1.0
Q9W499,60S_ribosomal_protein_L35,1.0
Q9W499,RPL35,1.0
Q9W5R8,RPL5,1.0
RIKEN_cDNA_B020031M17_gene,Predicted_gene___20767,1.0
RIKEN_cDNA_B020031M17_gene,Predicted_gene___21761,1.0
RIKEN_cDNA_B020031M17_gene,Predicted_gene___21818,1.0
RNA_cytidine_acetyltransferase,P53914,1.0
Ribosomal_RNA_small_subunit_methyltransferase_NEP1,Q06287,1.0
Ribosomal_protein,RPL10A,1.0
Ubiquitin-40S_ribosomal_protein_S27a,RPS27A,1.0
X2JD07,P53914,1.0
rRNA-processing_protein_UTP23_homolog,Q12339,1.0
